Id,CommandeRef,ProduitReference,Quantite,PrixUnitaire
39467,17849,SODIV-40341,1,1300
39468,17850,SODIV-40020,1,104
39469,17851,SODIV-40638,5,1406
39470,17852,SODIV-40591,1,3144
39471,17852,SODIV-40543,1,2651
39472,17852,SODIV-40170,4,1459
39473,17853,SODIV-40491,1,2506
39474,17854,SODIV-40526,1,3607
39475,17854,SODIV-40571,4,107
39476,17854,SODIV-40275,1,2153
39477,17855,SODIV-40274,1,281
39478,17856,SODIV-40434,1,416
39479,17857,SODIV-40505,1,3377
39480,17857,SODIV-40292,1,1018
39481,17857,SODIV-40348,1,2583
39482,17858,SODIV-40395,1,1402
39483,17858,SODIV-40017,1,706
39484,17858,SODIV-40645,2,340
39485,17859,SODIV-40149,1,1852
39486,17859,SODIV-40494,10,3178
39487,17859,SODIV-40136,1,3422
39488,17859,SODIV-40369,1,1963
39489,17860,SODIV-40053,1,3003
39490,17861,SODIV-40287,10,1025
39491,17862,SODIV-40519,3,1235
39492,17862,SODIV-40016,5,832
39493,17863,SODIV-40120,1,2932
39494,17863,SODIV-40592,1,1785
39495,17863,SODIV-40594,1,2939
39496,17863,SODIV-40528,1,3465
39497,17864,SODIV-40384,1,1086
39498,17864,SODIV-40165,1,2245
39499,17864,SODIV-40379,1,2650
39500,17865,SODIV-40354,3,945
39501,17866,SODIV-40669,1,3445
39502,17867,SODIV-40239,4,1748
39503,17867,SODIV-40005,2,1932
39504,17868,SODIV-40346,1,2772
39505,17868,SODIV-40288,1,3051
39506,17868,SODIV-40170,2,1459
39507,17869,SODIV-40414,1,1290
39508,17870,SODIV-40662,1,1408
39509,17870,SODIV-40556,2,999
39510,17870,SODIV-40352,1,1017
39511,17871,SODIV-40211,3,1016
39512,17871,SODIV-40496,1,3331
39513,17871,SODIV-40141,1,1475
39514,17871,SODIV-40253,1,662
39515,17872,SODIV-40134,1,1853
39516,17873,SODIV-40183,2,1050
39517,17873,SODIV-40014,3,1243
39518,17873,SODIV-40194,1,2853
39519,17873,SODIV-40318,3,68
39520,17874,SODIV-40371,1,279
39521,17875,SODIV-40040,1,2213
39522,17875,SODIV-40099,1,83
39523,17876,SODIV-40187,2,2378
39524,17876,SODIV-40424,1,3708
39525,17876,SODIV-40642,1,2506
39526,17876,SODIV-40358,1,157
39527,17877,SODIV-40594,1,2939
39528,17878,SODIV-40365,1,3508
39529,17878,SODIV-40096,1,3138
39530,17878,SODIV-40380,4,3685
39531,17879,SODIV-40532,1,1243
39532,17880,SODIV-40539,1,2621
39533,17880,SODIV-40286,1,1375
39534,17881,SODIV-40332,1,2724
39535,17882,SODIV-40048,2,3403
39536,17883,SODIV-40001,1,839
39537,17883,SODIV-40447,1,1892
39538,17884,SODIV-40286,1,1375
39539,17884,SODIV-40457,4,1723
39540,17884,SODIV-40143,2,1489
39541,17884,SODIV-40009,1,1020
39542,17885,SODIV-40654,1,3810
39543,17886,SODIV-40384,1,1086
39544,17886,SODIV-40233,1,2182
39545,17887,SODIV-40660,1,1186
39546,17887,SODIV-40420,3,3358
39547,17887,SODIV-40093,1,1571
39548,17887,SODIV-40208,2,660
39549,17887,SODIV-40651,10,1416
39550,17888,SODIV-40225,2,2376
39551,17888,SODIV-40512,1,3966
39552,17888,SODIV-40602,1,3151
39553,17889,SODIV-40255,1,858
39554,17889,SODIV-40276,3,3256
39555,17889,SODIV-40535,2,1215
39556,17890,SODIV-40627,1,484
39557,17890,SODIV-40491,1,2506
39558,17890,SODIV-40571,1,107
39559,17890,SODIV-40125,2,3904
39560,17891,SODIV-40130,1,3917
39561,17892,SODIV-40131,2,3528
39562,17892,SODIV-40371,3,279
39563,17892,SODIV-40413,1,3839
39564,17893,SODIV-40185,5,2079
39565,17893,SODIV-40042,1,1726
39566,17893,SODIV-40122,1,2794
39567,17894,SODIV-40046,1,2357
39568,17895,SODIV-40363,3,2733
39569,17895,SODIV-40240,2,2247
39570,17896,SODIV-40089,1,961
39571,17896,SODIV-40326,1,278
39572,17897,SODIV-40028,1,2227
39573,17897,SODIV-40469,1,2220
39574,17897,SODIV-40614,1,3279
39575,17897,SODIV-40575,1,452
39576,17898,SODIV-40009,1,1020
39577,17898,SODIV-40652,1,1618
39578,17898,SODIV-40207,1,1595
39579,17898,SODIV-40395,1,1402
39580,17899,SODIV-40630,4,378
39581,17899,SODIV-40345,1,3607
39582,17900,SODIV-40442,1,575
39583,17901,SODIV-40132,1,2187
39584,17901,SODIV-40330,1,3120
39585,17901,SODIV-40054,1,2136
39586,17901,SODIV-40172,5,2023
39587,17901,SODIV-40299,1,1639
39588,17902,SODIV-40324,2,2452
39589,17903,SODIV-40246,1,602
39590,17903,SODIV-40418,1,1895
39591,17903,SODIV-40529,3,3661
39592,17904,SODIV-40581,1,481
39593,17905,SODIV-40326,1,278
39594,17905,SODIV-40423,2,724
39595,17905,SODIV-40600,1,2109
39596,17906,SODIV-40505,1,3377
39597,17906,SODIV-40010,2,3253
39598,17906,SODIV-40104,2,2500
39599,17906,SODIV-40400,4,2261
39600,17907,SODIV-40270,2,1089
39601,17908,SODIV-40422,3,2029
39602,17909,SODIV-40100,1,2886
39603,17910,SODIV-40319,2,3939
39604,17910,SODIV-40625,3,450
39605,17911,SODIV-40200,1,1063
39606,17911,SODIV-40647,2,3759
39607,17912,SODIV-40646,1,525
39608,17913,SODIV-40491,2,2506
39609,17913,SODIV-40043,10,2726
39610,17913,SODIV-40205,10,3902
39611,17913,SODIV-40646,1,525
39612,17913,SODIV-40031,1,282
39613,17914,SODIV-40237,1,184
39614,17914,SODIV-40397,1,3520
39615,17914,SODIV-40366,1,641
39616,17914,SODIV-40521,1,533
39617,17915,SODIV-40105,1,800
39618,17915,SODIV-40009,1,1020
39619,17915,SODIV-40119,3,1294
39620,17915,SODIV-40579,2,3724
39621,17915,SODIV-40645,1,340
39622,17916,SODIV-40230,1,2308
39623,17916,SODIV-40334,4,3555
39624,17917,SODIV-40152,1,2937
39625,17917,SODIV-40391,3,3979
39626,17918,SODIV-40094,2,3242
39627,17918,SODIV-40459,1,1850
39628,17918,SODIV-40667,2,1526
39629,17919,SODIV-40438,10,109
39630,17919,SODIV-40489,1,3718
39631,17920,SODIV-40506,1,3931
39632,17921,SODIV-40614,1,3279
39633,17922,SODIV-40337,1,3913
39634,17922,SODIV-40625,1,450
39635,17923,SODIV-40522,1,3757
39636,17924,SODIV-40328,1,1800
39637,17925,SODIV-40357,1,3066
39638,17925,SODIV-40629,1,2349
39639,17925,SODIV-40227,1,776
39640,17925,SODIV-40497,4,3150
39641,17926,SODIV-40017,1,706
39642,17927,SODIV-40298,2,2119
39643,17927,SODIV-40064,1,2210
39644,17928,SODIV-40552,1,3465
39645,17928,SODIV-40574,2,1032
39646,17928,SODIV-40185,1,2079
39647,17929,SODIV-40389,10,3336
39648,17929,SODIV-40276,1,3256
39649,17929,SODIV-40044,1,3656
39650,17929,SODIV-40491,1,2506
39651,17930,SODIV-40127,2,1965
39652,17930,SODIV-40347,1,683
39653,17930,SODIV-40418,5,1895
39654,17931,SODIV-40511,1,1780
39655,17931,SODIV-40148,1,2326
39656,17932,SODIV-40641,1,1833
39657,17932,SODIV-40612,1,1361
39658,17933,SODIV-40314,10,3891
39659,17933,SODIV-40118,2,2943
39660,17933,SODIV-40488,1,1717
39661,17934,SODIV-40662,1,1408
39662,17935,SODIV-40663,1,1984
39663,17935,SODIV-40256,1,303
39664,17936,SODIV-40593,1,1667
39665,17937,SODIV-40501,2,1854
39666,17937,SODIV-40479,1,659
39667,17938,SODIV-40515,1,1917
39668,17938,SODIV-40057,10,569
39669,17939,SODIV-40050,1,1205
39670,17940,SODIV-40044,1,3656
39671,17940,SODIV-40660,1,1186
39672,17940,SODIV-40267,2,3444
39673,17941,SODIV-40102,4,517
39674,17941,SODIV-40406,1,3313
39675,17942,SODIV-40022,1,2349
39676,17942,SODIV-40320,2,1013
39677,17943,SODIV-40249,1,993
39678,17944,SODIV-40414,2,1290
39679,17944,SODIV-40179,1,271
39680,17944,SODIV-40488,1,1717
39681,17945,SODIV-40303,1,3354
39682,17946,SODIV-40378,1,3244
39683,17947,SODIV-40599,3,2772
39684,17947,SODIV-40235,1,303
39685,17947,SODIV-40207,1,1595
39686,17947,SODIV-40139,1,3573
39687,17948,SODIV-40503,1,3144
39688,17948,SODIV-40485,3,1586
39689,17948,SODIV-40204,5,2659
39690,17948,SODIV-40655,1,3789
39691,17948,SODIV-40417,2,2635
39692,17949,SODIV-40486,1,3555
39693,17950,SODIV-40228,1,383
39694,17950,SODIV-40472,4,2158
39695,17951,SODIV-40312,1,3490
39696,17952,SODIV-40168,10,3457
39697,17952,SODIV-40222,2,3664
39698,17953,SODIV-40093,10,1571
39699,17954,SODIV-40597,1,2985
39700,17955,SODIV-40045,1,3317
39701,17956,SODIV-40198,10,1724
39702,17956,SODIV-40190,4,905
39703,17956,SODIV-40469,1,2220
39704,17956,SODIV-40315,1,571
39705,17956,SODIV-40041,1,2609
39706,17957,SODIV-40509,1,704
39707,17957,SODIV-40497,2,3150
39708,17957,SODIV-40094,1,3242
39709,17958,SODIV-40148,2,2326
39710,17959,SODIV-40456,3,3976
39711,17959,SODIV-40506,4,3931
39712,17960,SODIV-40119,1,1294
39713,17961,SODIV-40626,2,2944
39714,17962,SODIV-40605,1,2931
39715,17962,SODIV-40633,3,1460
39716,17963,SODIV-40473,1,3719
39717,17964,SODIV-40533,3,2332
39718,17964,SODIV-40306,1,3905
39719,17965,SODIV-40355,4,3377
39720,17965,SODIV-40214,3,3055
39721,17965,SODIV-40052,2,3709
39722,17966,SODIV-40171,1,1001
39723,17966,SODIV-40396,1,2616
39724,17967,SODIV-40295,1,910
39725,17967,SODIV-40506,1,3931
39726,17968,SODIV-40396,1,2616
39727,17969,SODIV-40539,2,2621
39728,17970,SODIV-40637,1,609
39729,17970,SODIV-40410,1,1933
39730,17971,SODIV-40122,1,2794
39731,17971,SODIV-40579,2,3724
39732,17972,SODIV-40479,3,659
39733,17972,SODIV-40046,1,2357
39734,17973,SODIV-40250,10,2108
39735,17973,SODIV-40303,1,3354
39736,17974,SODIV-40549,1,3199
39737,17974,SODIV-40669,1,3445
39738,17974,SODIV-40587,10,2768
39739,17975,SODIV-40519,5,1235
39740,17975,SODIV-40413,1,3839
39741,17975,SODIV-40421,5,2682
39742,17976,SODIV-40398,1,1376
39743,17976,SODIV-40235,3,303
39744,17976,SODIV-40017,1,706
39745,17977,SODIV-40301,1,3254
39746,17977,SODIV-40051,1,3110
39747,17978,SODIV-40392,1,3659
39748,17978,SODIV-40358,5,157
39749,17978,SODIV-40606,3,3652
39750,17979,SODIV-40166,1,3407
39751,17980,SODIV-40202,4,225
39752,17980,SODIV-40002,1,2059
39753,17981,SODIV-40089,1,961
39754,17981,SODIV-40443,1,1364
39755,17981,SODIV-40394,2,1701
39756,17982,SODIV-40582,1,1273
39757,17982,SODIV-40307,1,1660
39758,17982,SODIV-40432,4,3735
39759,17982,SODIV-40049,1,933
39760,17983,SODIV-40600,2,2109
39761,17983,SODIV-40212,1,1896
39762,17983,SODIV-40197,1,1949
39763,17983,SODIV-40069,4,3809
39764,17984,SODIV-40462,1,555
39765,17985,SODIV-40139,3,3573
39766,17986,SODIV-40289,1,1523
39767,17987,SODIV-40067,3,1669
39768,17987,SODIV-40088,1,2432
39769,17988,SODIV-40637,1,609
39770,17988,SODIV-40310,2,3297
39771,17988,SODIV-40589,1,2018
39772,17988,SODIV-40530,2,1197
39773,17989,SODIV-40646,2,525
39774,17990,SODIV-40148,4,2326
39775,17990,SODIV-40318,1,68
39776,17991,SODIV-40196,1,2598
39777,17991,SODIV-40583,1,1517
39778,17992,SODIV-40327,1,1137
39779,17992,SODIV-40090,1,2825
39780,17992,SODIV-40169,1,1896
39781,17993,SODIV-40492,3,3326
39782,17993,SODIV-40136,1,3422
39783,17993,SODIV-40274,1,281
39784,17994,SODIV-40605,1,2931
39785,17994,SODIV-40399,1,3771
39786,17994,SODIV-40634,1,1850
39787,17995,SODIV-40574,1,1032
39788,17995,SODIV-40309,2,2906
39789,17995,SODIV-40449,1,3573
39790,17996,SODIV-40598,2,3921
39791,17996,SODIV-40021,10,2741
39792,17997,SODIV-40338,1,298
39793,17997,SODIV-40551,2,1593
39794,17997,SODIV-40589,5,2018
39795,17997,SODIV-40564,2,2336
39796,17997,SODIV-40061,2,1728
39797,17998,SODIV-40274,2,281
39798,17999,SODIV-40141,1,1475
39799,17999,SODIV-40062,1,3038
39800,17999,SODIV-40292,4,1018
39801,18000,SODIV-40210,1,3683
39802,18001,SODIV-40664,1,707
39803,18001,SODIV-40625,1,450
39804,18002,SODIV-40368,5,2622
39805,18003,SODIV-40498,3,3829
39806,18004,SODIV-40331,1,537
39807,18004,SODIV-40061,5,1728
39808,18005,SODIV-40242,3,1926
39809,18006,SODIV-40358,1,157
39810,18007,SODIV-40373,3,3797
39811,18007,SODIV-40537,1,2233
39812,18008,SODIV-40038,1,3780
39813,18008,SODIV-40147,5,1618
39814,18008,SODIV-40256,4,303
39815,18009,SODIV-40398,1,1376
39816,18009,SODIV-40127,1,1965
39817,18009,SODIV-40301,3,3254
39818,18010,SODIV-40129,3,2787
39819,18010,SODIV-40180,1,2011
39820,18010,SODIV-40612,1,1361
39821,18011,SODIV-40575,3,452
39822,18011,SODIV-40594,1,2939
39823,18011,SODIV-40138,1,921
39824,18012,SODIV-40386,1,1830
39825,18012,SODIV-40183,10,1050
39826,18012,SODIV-40308,1,2868
39827,18012,SODIV-40292,2,1018
39828,18013,SODIV-40299,1,1639
39829,18013,SODIV-40125,1,3904
39830,18014,SODIV-40366,1,641
39831,18014,SODIV-40260,3,1293
39832,18015,SODIV-40433,1,2112
39833,18015,SODIV-40260,1,1293
39834,18015,SODIV-40513,1,2199
39835,18015,SODIV-40524,1,410
39836,18015,SODIV-40403,1,3185
39837,18016,SODIV-40599,2,2772
39838,18017,SODIV-40447,3,1892
39839,18018,SODIV-40453,1,3854
39840,18018,SODIV-40402,1,1736
39841,18018,SODIV-40438,1,109
39842,18019,SODIV-40258,5,1293
39843,18019,SODIV-40646,4,525
39844,18019,SODIV-40651,1,1416
39845,18020,SODIV-40260,10,1293
39846,18021,SODIV-40548,2,1411
39847,18022,SODIV-40497,2,3150
39848,18022,SODIV-40308,4,2868
39849,18023,SODIV-40216,1,2881
39850,18023,SODIV-40313,2,148
39851,18023,SODIV-40168,1,3457
39852,18023,SODIV-40486,1,3555
39853,18024,SODIV-40192,1,248
39854,18024,SODIV-40574,10,1032
39855,18025,SODIV-40103,1,2827
39856,18026,SODIV-40022,10,2349
39857,18026,SODIV-40160,2,2326
39858,18026,SODIV-40373,1,3797
39859,18026,SODIV-40588,3,1930
39860,18027,SODIV-40549,1,3199
39861,18027,SODIV-40078,5,1212
39862,18027,SODIV-40364,2,1783
39863,18027,SODIV-40406,3,3313
39864,18028,SODIV-40399,1,3771
39865,18028,SODIV-40203,1,2173
39866,18028,SODIV-40482,1,604
39867,18029,SODIV-40504,5,1200
39868,18029,SODIV-40262,1,3718
39869,18029,SODIV-40536,1,2380
39870,18029,SODIV-40575,3,452
39871,18030,SODIV-40446,1,2686
39872,18031,SODIV-40154,3,2695
39873,18032,SODIV-40310,1,3297
39874,18032,SODIV-40512,1,3966
39875,18032,SODIV-40492,1,3326
39876,18033,SODIV-40307,4,1660
39877,18034,SODIV-40164,3,3494
39878,18034,SODIV-40193,1,1049
39879,18035,SODIV-40642,1,2506
39880,18035,SODIV-40455,1,967
39881,18036,SODIV-40028,1,2227
39882,18036,SODIV-40187,1,2378
39883,18037,SODIV-40023,1,1082
39884,18038,SODIV-40006,1,1136
39885,18038,SODIV-40647,2,3759
39886,18039,SODIV-40219,1,2715
39887,18039,SODIV-40623,1,2861
39888,18039,SODIV-40294,1,1480
39889,18039,SODIV-40519,3,1235
39890,18039,SODIV-40329,3,693
39891,18040,SODIV-40549,2,3199
39892,18040,SODIV-40079,1,3235
39893,18040,SODIV-40306,1,3905
39894,18040,SODIV-40231,4,2041
39895,18040,SODIV-40561,3,2098
39896,18041,SODIV-40454,1,182
39897,18042,SODIV-40468,3,3062
39898,18043,SODIV-40496,1,3331
39899,18043,SODIV-40212,1,1896
39900,18043,SODIV-40098,1,817
39901,18044,SODIV-40234,3,1786
39902,18044,SODIV-40076,2,531
39903,18044,SODIV-40419,3,2940
39904,18044,SODIV-40453,1,3854
39905,18045,SODIV-40337,1,3913
39906,18046,SODIV-40575,1,452
39907,18047,SODIV-40428,1,2287
39908,18048,SODIV-40256,1,303
39909,18048,SODIV-40442,1,575
39910,18048,SODIV-40610,1,1094
39911,18049,SODIV-40276,1,3256
39912,18050,SODIV-40436,1,1887
39913,18050,SODIV-40435,2,3405
39914,18051,SODIV-40535,1,1215
39915,18051,SODIV-40657,1,3973
39916,18051,SODIV-40626,1,2944
39917,18051,SODIV-40326,1,278
39918,18052,SODIV-40052,3,3709
39919,18052,SODIV-40326,5,278
39920,18053,SODIV-40128,1,1107
39921,18053,SODIV-40070,4,594
39922,18053,SODIV-40176,1,409
39923,18053,SODIV-40375,1,1991
39924,18054,SODIV-40426,1,898
39925,18054,SODIV-40116,1,1456
39926,18054,SODIV-40012,1,2643
39927,18055,SODIV-40093,2,1571
39928,18056,SODIV-40626,4,2944
39929,18056,SODIV-40072,1,3862
39930,18057,SODIV-40298,1,2119
39931,18057,SODIV-40616,3,3826
39932,18057,SODIV-40041,1,2609
39933,18058,SODIV-40668,2,251
39934,18058,SODIV-40476,5,1238
39935,18059,SODIV-40064,3,2210
39936,18059,SODIV-40033,1,3444
39937,18060,SODIV-40522,1,3757
39938,18061,SODIV-40148,1,2326
39939,18061,SODIV-40224,3,1438
39940,18062,SODIV-40396,1,2616
39941,18062,SODIV-40019,1,3724
39942,18062,SODIV-40472,1,2158
39943,18063,SODIV-40200,1,1063
39944,18063,SODIV-40612,1,1361
39945,18064,SODIV-40471,2,3911
39946,18065,SODIV-40547,1,329
39947,18066,SODIV-40409,1,3343
39948,18066,SODIV-40234,4,1786
39949,18066,SODIV-40103,2,2827
39950,18066,SODIV-40387,1,2608
39951,18067,SODIV-40213,10,95
39952,18067,SODIV-40322,2,3976
39953,18067,SODIV-40642,1,2506
39954,18067,SODIV-40637,2,609
39955,18067,SODIV-40048,2,3403
39956,18068,SODIV-40289,1,1523
39957,18069,SODIV-40052,1,3709
39958,18069,SODIV-40331,5,537
39959,18069,SODIV-40596,10,635
39960,18070,SODIV-40477,1,3632
39961,18070,SODIV-40538,1,914
39962,18071,SODIV-40283,5,3335
39963,18071,SODIV-40559,1,3199
39964,18071,SODIV-40006,2,1136
39965,18071,SODIV-40533,4,2332
39966,18072,SODIV-40167,1,887
39967,18073,SODIV-40191,1,939
39968,18074,SODIV-40408,2,238
39969,18074,SODIV-40419,4,2940
39970,18074,SODIV-40592,1,1785
39971,18075,SODIV-40535,1,1215
39972,18075,SODIV-40565,3,3351
39973,18075,SODIV-40284,1,3654
39974,18076,SODIV-40651,10,1416
39975,18076,SODIV-40660,1,1186
39976,18076,SODIV-40138,4,921
39977,18076,SODIV-40010,3,3253
39978,18077,SODIV-40270,4,1089
39979,18078,SODIV-40069,2,3809
39980,18078,SODIV-40185,1,2079
39981,18079,SODIV-40550,3,3912
39982,18079,SODIV-40378,1,3244
39983,18080,SODIV-40179,1,271
39984,18081,SODIV-40089,1,961
39985,18082,SODIV-40576,2,1648
39986,18082,SODIV-40227,1,776
39987,18083,SODIV-40593,5,1667
39988,18083,SODIV-40623,4,2861
39989,18083,SODIV-40611,3,3814
39990,18083,SODIV-40502,4,3598
39991,18084,SODIV-40214,2,3055
39992,18084,SODIV-40063,2,2559
39993,18085,SODIV-40028,2,2227
39994,18086,SODIV-40668,4,251
39995,18086,SODIV-40455,1,967
39996,18087,SODIV-40417,1,2635
39997,18087,SODIV-40342,2,2805
39998,18087,SODIV-40182,2,2677
39999,18087,SODIV-40237,4,184
40000,18087,SODIV-40307,1,1660
40001,18088,SODIV-40643,1,720
40002,18088,SODIV-40583,2,1517
40003,18089,SODIV-40145,1,3595
40004,18089,SODIV-40564,1,2336
40005,18089,SODIV-40406,1,3313
40006,18090,SODIV-40345,2,3607
40007,18091,SODIV-40068,3,613
40008,18091,SODIV-40384,1,1086
40009,18092,SODIV-40045,1,3317
40010,18092,SODIV-40305,2,705
40011,18092,SODIV-40261,1,269
40012,18092,SODIV-40376,2,3540
40013,18093,SODIV-40306,5,3905
40014,18093,SODIV-40375,1,1991
40015,18093,SODIV-40356,1,2113
40016,18093,SODIV-40665,10,2578
40017,18094,SODIV-40195,1,106
40018,18094,SODIV-40145,2,3595
40019,18094,SODIV-40428,1,2287
40020,18095,SODIV-40669,2,3445
40021,18095,SODIV-40641,1,1833
40022,18096,SODIV-40546,1,713
40023,18096,SODIV-40208,1,660
40024,18096,SODIV-40104,3,2500
40025,18097,SODIV-40606,4,3652
40026,18097,SODIV-40349,1,2238
40027,18098,SODIV-40546,1,713
40028,18098,SODIV-40079,1,3235
40029,18098,SODIV-40061,1,1728
40030,18098,SODIV-40422,1,2029
40031,18098,SODIV-40369,4,1963
40032,18099,SODIV-40046,5,2357
40033,18099,SODIV-40586,1,3596
40034,18099,SODIV-40393,1,2534
40035,18099,SODIV-40360,4,394
40036,18099,SODIV-40166,1,3407
40037,18100,SODIV-40313,4,148
40038,18101,SODIV-40116,1,1456
40039,18102,SODIV-40658,3,1364
40040,18102,SODIV-40433,2,2112
40041,18103,SODIV-40452,1,936
40042,18103,SODIV-40022,2,2349
40043,18104,SODIV-40163,2,1348
40044,18104,SODIV-40311,1,2768
40045,18104,SODIV-40298,2,2119
40046,18104,SODIV-40478,3,451
40047,18105,SODIV-40398,2,1376
40048,18105,SODIV-40292,3,1018
40049,18105,SODIV-40010,3,3253
40050,18105,SODIV-40253,1,662
40051,18106,SODIV-40179,5,271
40052,18106,SODIV-40180,2,2011
40053,18106,SODIV-40507,1,1003
40054,18107,SODIV-40014,2,1243
40055,18108,SODIV-40229,1,3511
40056,18108,SODIV-40010,5,3253
40057,18109,SODIV-40275,1,2153
40058,18109,SODIV-40655,3,3789
40059,18110,SODIV-40442,2,575
40060,18110,SODIV-40006,3,1136
40061,18110,SODIV-40496,5,3331
40062,18111,SODIV-40598,1,3921
40063,18111,SODIV-40669,1,3445
40064,18112,SODIV-40365,1,3508
40065,18112,SODIV-40237,1,184
40066,18113,SODIV-40115,5,2448
40067,18113,SODIV-40047,4,681
40068,18114,SODIV-40611,3,3814
40069,18115,SODIV-40125,4,3904
40070,18115,SODIV-40630,1,378
40071,18115,SODIV-40224,2,1438
40072,18116,SODIV-40143,2,1489
40073,18116,SODIV-40025,1,2757
40074,18117,SODIV-40184,1,3475
40075,18118,SODIV-40442,3,575
40076,18119,SODIV-40601,3,648
40077,18119,SODIV-40291,1,3935
40078,18120,SODIV-40161,1,2415
40079,18120,SODIV-40141,1,1475
40080,18121,SODIV-40137,1,913
40081,18122,SODIV-40668,3,251
40082,18123,SODIV-40586,1,3596
40083,18123,SODIV-40298,1,2119
40084,18123,SODIV-40407,1,2781
40085,18123,SODIV-40099,3,83
40086,18124,SODIV-40411,2,3802
40087,18124,SODIV-40464,5,196
40088,18125,SODIV-40451,1,1494
40089,18125,SODIV-40400,1,2261
40090,18125,SODIV-40305,1,705
40091,18126,SODIV-40327,4,1137
40092,18126,SODIV-40184,1,3475
40093,18127,SODIV-40114,3,3622
40094,18127,SODIV-40449,10,3573
40095,18127,SODIV-40372,1,3784
40096,18128,SODIV-40247,1,3773
40097,18128,SODIV-40081,1,349
40098,18128,SODIV-40153,1,3202
40099,18128,SODIV-40478,1,451
40100,18129,SODIV-40508,1,1291
40101,18129,SODIV-40005,1,1932
40102,18129,SODIV-40630,1,378
40103,18130,SODIV-40150,3,2810
40104,18131,SODIV-40486,1,3555
40105,18132,SODIV-40434,1,416
40106,18133,SODIV-40208,2,660
40107,18134,SODIV-40584,1,780
40108,18134,SODIV-40234,5,1786
40109,18135,SODIV-40166,1,3407
40110,18135,SODIV-40254,5,585
40111,18135,SODIV-40241,1,3976
40112,18135,SODIV-40104,4,2500
40113,18135,SODIV-40479,1,659
40114,18136,SODIV-40219,1,2715
40115,18136,SODIV-40354,3,945
40116,18137,SODIV-40226,4,1801
40117,18137,SODIV-40575,1,452
40118,18137,SODIV-40435,1,3405
40119,18137,SODIV-40006,2,1136
40120,18138,SODIV-40622,10,2784
40121,18139,SODIV-40292,3,1018
40122,18139,SODIV-40636,2,1373
40123,18140,SODIV-40060,1,367
40124,18140,SODIV-40208,4,660
40125,18141,SODIV-40480,1,3273
40126,18141,SODIV-40042,3,1726
40127,18141,SODIV-40127,1,1965
40128,18142,SODIV-40370,10,1638
40129,18142,SODIV-40602,1,3151
40130,18142,SODIV-40317,1,2460
40131,18143,SODIV-40648,4,1960
40132,18144,SODIV-40308,3,2868
40133,18144,SODIV-40366,4,641
40134,18144,SODIV-40592,2,1785
40135,18145,SODIV-40043,1,2726
40136,18145,SODIV-40280,1,607
40137,18145,SODIV-40612,4,1361
40138,18146,SODIV-40031,2,282
40139,18146,SODIV-40562,1,3751
40140,18147,SODIV-40351,1,984
40141,18147,SODIV-40090,1,2825
40142,18148,SODIV-40450,2,291
40143,18148,SODIV-40108,2,566
40144,18149,SODIV-40083,3,2585
40145,18149,SODIV-40306,2,3905
40146,18150,SODIV-40299,1,1639
40147,18150,SODIV-40138,1,921
40148,18151,SODIV-40531,2,1024
40149,18151,SODIV-40002,1,2059
40150,18151,SODIV-40358,2,157
40151,18152,SODIV-40011,3,3386
40152,18152,SODIV-40537,1,2233
40153,18152,SODIV-40662,2,1408
40154,18152,SODIV-40567,1,1062
40155,18153,SODIV-40048,1,3403
40156,18153,SODIV-40357,4,3066
40157,18153,SODIV-40200,5,1063
40158,18154,SODIV-40662,4,1408
40159,18154,SODIV-40402,1,1736
40160,18155,SODIV-40486,2,3555
40161,18155,SODIV-40390,3,2123
40162,18155,SODIV-40444,2,1081
40163,18155,SODIV-40396,3,2616
40164,18156,SODIV-40188,2,3583
40165,18156,SODIV-40446,1,2686
40166,18157,SODIV-40015,1,3083
40167,18158,SODIV-40594,1,2939
40168,18158,SODIV-40368,10,2622
40169,18158,SODIV-40430,5,1453
40170,18158,SODIV-40485,2,1586
40171,18159,SODIV-40074,2,2460
40172,18160,SODIV-40383,1,2867
40173,18160,SODIV-40003,1,402
40174,18160,SODIV-40526,2,3607
40175,18160,SODIV-40648,4,1960
40176,18160,SODIV-40188,2,3583
40177,18161,SODIV-40330,3,3120
40178,18161,SODIV-40052,1,3709
40179,18161,SODIV-40600,4,2109
40180,18162,SODIV-40608,1,529
40181,18162,SODIV-40154,1,2695
40182,18162,SODIV-40548,1,1411
40183,18162,SODIV-40658,1,1364
40184,18162,SODIV-40542,1,2620
